PROVINCIE,GEMEENTENUMMER,GEMEENTENAAM,SOORT INSTELLING,TYPE HOGER ONDERWIJS,BRIN NUMMER ACTUEEL,INSTELLINGSNAAM ACTUEEL,CROHO ONDERDEEL,CROHO SUBONDERDEEL,OPLEIDINGSCODE ACTUEEL,OPLEIDINGSNAAM ACTUEEL,OPLEIDINGSVORM,OPLEIDINGSFASE ACTUEEL,2014 Man,2014 Vrouw,2015 Man,2015 Vrouw,2016 Man,2016 Vrouw,2017 Man,2017 Vrouw,2018 Man,2018 Vrouw
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60436,M Applied Physics,voltijd onderwijs,master,113,10,131,12,144,18,167,26,199,26
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60437,M Chemical Engineering,voltijd onderwijs,master,120,30,142,37,163,55,169,68,176,70
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60438,M Computer Science and Engineering,deeltijd onderwijs,master,2,0,0,0,0,0,0,0,0,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60438,M Computer Science and Engineering,voltijd onderwijs,master,147,15,172,23,190,34,232,41,287,62
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60439,M Mechanical Engineering,voltijd onderwijs,master,357,28,423,33,422,35,443,34,478,36
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60441,M Industrial Design,voltijd onderwijs,master,81,58,91,59,91,65,85,79,90,86
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),60443,M Sustainable Energy Technology,voltijd onderwijs,master,93,24,98,27,91,26,87,25,85,17
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),65018,M Data Science and Entrepreneurship (joint degree),voltijd onderwijs,master,0,0,0,0,3,0,15,2,48,8
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),66226,M Biomedical Engineering,voltijd onderwijs,master,82,51,98,75,103,83,119,99,132,124
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),66265,M Innovation Sciences,deeltijd onderwijs,master,2,1,1,2,0,0,0,0,0,0
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),66265,M Innovation Sciences,voltijd onderwijs,master,42,23,48,21,50,19,44,15,49,27
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),66430,M Operations Management and Logistics,voltijd onderwijs,master,239,64,270,82,296,86,286,93,299,104
Noord-Brabant,772,EINDHOVEN,reguliere inst.,master,21PG,Technische Universiteit Eindhoven,techniek,n.v.t. (techniek),66904,M Science and Technology of Nuclear Fusion,voltijd onderwijs,master,18,1,27,2,30,1,31,0,36,2
Noord-Brabant,772,EINDHOVEN,reguliere inst.,postmaster,21PG,Technische Universiteit Eindhoven,onderwijs,universitaire lerarenopleidingen,68404,M Science Education and Communication,deeltijd onderwijs,master,6,2,6,4,5,2,5,3,6,2
Noord-Brabant,772,EINDHOVEN,reguliere inst.,postmaster,21PG,Technische Universiteit Eindhoven,onderwijs,universitaire lerarenopleidingen,68404,M Science Education and Communication,voltijd onderwijs,master,24,12,42,23,36,24,37,18,37,20
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,economie,n.v.t. (economie),50750,B Bedrijfseconomie,voltijd onderwijs,bachelor,1137,452,1469,559,1529,561,1516,593,1485,579
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,economie,n.v.t. (economie),50950,B Economie en Bedrijfseconomie,voltijd onderwijs,bachelor,232,60,222,63,247,73,303,82,338,96
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,economie,n.v.t. (economie),50952,B International Business Administration,voltijd onderwijs,bachelor,340,236,405,248,468,285,524,309,566,331
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,economie,n.v.t. (economie),56401,B Economie,voltijd onderwijs,bachelor,92,59,109,61,131,74,132,59,147,70
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,economie,n.v.t. (economie),56402,B Fiscale Economie,voltijd onderwijs,bachelor,164,74,167,78,165,77,167,72,167,81
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,economie,n.v.t. (economie),56833,B Econometrie en Operationele Research,voltijd onderwijs,bachelor,215,82,225,89,235,95,277,126,327,132
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),50754,B Organisatiewetenschappen,voltijd onderwijs,bachelor,173,192,191,217,205,230,183,257,170,275
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),50755,B Personeelwetenschappen,voltijd onderwijs,bachelor,72,223,79,217,75,234,72,237,94,258
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56601,B Sociologie,voltijd onderwijs,bachelor,49,76,39,63,41,75,40,85,44,91
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56604,B Psychologie,voltijd onderwijs,bachelor,272,643,232,592,265,688,322,846,431,1189
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),56627,B Bestuurskunde,voltijd onderwijs,bachelor,131,73,135,72,121,74,122,87,152,107
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,natuur,n.v.t. (natuur),50951,B Economie en Informatica,voltijd onderwijs,bachelor,31,1,11,0,4,0,0,0,0,0
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,recht,n.v.t. (recht),50700,B Rechtsgeleerdheid,deeltijd onderwijs,bachelor,8,13,4,6,2,2,0,1,0,0
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,recht,n.v.t. (recht),50700,B Rechtsgeleerdheid,voltijd onderwijs,bachelor,320,594,332,597,354,624,353,698,383,764
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,recht,n.v.t. (recht),50753,B Ondernemingsrecht,voltijd onderwijs,bachelor,37,31,19,17,8,6,0,0,0,0
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,recht,n.v.t. (recht),56475,B Global Law,voltijd onderwijs,bachelor,46,78,72,116,85,163,104,192,112,215
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,recht,n.v.t. (recht),56827,B Fiscaal Recht,deeltijd onderwijs,bachelor,10,3,3,5,4,1,0,0,0,0
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,recht,n.v.t. (recht),56827,B Fiscaal Recht,voltijd onderwijs,bachelor,135,86,135,89,166,130,155,143,171,130
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,sectoroverstijgend,sectoroverstijgend,50393,B Liberal Arts and Sciences,voltijd onderwijs,bachelor,119,140,113,141,107,164,113,183,111,207
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),50406,B Religie in Samenleving en Cultuur,voltijd onderwijs,bachelor,0,2,0,0,0,0,0,0,0,0
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),56081,B Filosofie,deeltijd onderwijs,bachelor,13,8,11,8,13,6,6,13,15,14
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),56081,B Filosofie,voltijd onderwijs,bachelor,52,33,53,44,53,34,52,33,50,42
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),56109,B Theologie,deeltijd onderwijs,bachelor,13,30,14,30,12,27,13,32,18,29
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),56109,B Theologie,voltijd onderwijs,bachelor,21,7,24,12,19,10,20,9,22,8
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),56823,B Algemene Cultuurwetenschappen,deeltijd onderwijs,bachelor,1,9,0,4,0,2,0,4,0,2
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),56823,B Algemene Cultuurwetenschappen,voltijd onderwijs,bachelor,13,58,12,75,14,87,23,114,25,127
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),56826,B Communicatie- en Informatiewetenschappen,deeltijd onderwijs,bachelor,2,4,1,3,0,1,0,0,0,2
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),56826,B Communicatie- en Informatiewetenschappen,voltijd onderwijs,bachelor,144,273,107,235,106,237,152,308,226,349
Noord-Brabant,855,TILBURG,reguliere inst.,bachelor,21PN,Tilburg University,techniek,n.v.t. (techniek),55018,B Data Science (joint degree),voltijd onderwijs,bachelor,0,0,0,0,0,0,35,13,54,22
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60046,M Finance,voltijd onderwijs,master,251,75,278,79,277,82,276,81,326,76
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60056,M Econometrics and Mathematical Economics,voltijd onderwijs,master,18,10,28,12,24,16,34,18,37,21
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60057,M Business Analytics and Operations Research,voltijd onderwijs,master,32,9,40,12,42,18,52,23,66,23
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60058,M Quantitative Finance and Actuarial Science,voltijd onderwijs,master,39,16,31,15,30,8,35,6,40,10
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60059,M Accounting,voltijd onderwijs,master,166,92,0,0,0,0,0,0,0,0
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60060,M Accountancy,voltijd onderwijs,master,0,0,160,86,183,85,159,97,155,88
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60063,M Marketing Management,voltijd onderwijs,master,215,148,156,109,168,134,189,170,173,162
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60064,M Marketing Analytics,voltijd onderwijs,master,13,17,13,22,18,18,34,31,40,52
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60066,M Strategic Management,voltijd onderwijs,master,102,27,103,42,153,57,231,100,216,92
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60093,M Supply Chain Management,voltijd onderwijs,master,76,42,89,50,122,63,150,57,156,87
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60407,M International Management,voltijd onderwijs,master,46,40,45,39,46,43,69,50,85,65
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60898,M Economics and Finance of Aging,voltijd onderwijs,master,1,2,0,0,0,0,0,0,0,0
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60908,M Research Master in Business (research),voltijd onderwijs,master,34,24,28,15,27,10,31,10,28,10
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),60909,M Research Master in Economics (research),voltijd onderwijs,master,21,18,23,15,19,5,21,7,22,15
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),66401,M Economics,voltijd onderwijs,master,71,45,82,46,88,52,86,38,84,37
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,economie,n.v.t. (economie),66402,M Fiscale Economie,voltijd onderwijs,master,115,57,108,42,96,41,106,47,121,57
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60075,M Human Resource Studies,voltijd onderwijs,master,39,116,45,137,57,134,49,143,37,149
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60076,M Psychologie en Geestelijke Gezondheid,voltijd onderwijs,master,40,193,37,153,33,133,31,152,28,163
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60077,M Social Psychology,voltijd onderwijs,master,40,72,37,49,31,61,31,64,32,78
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60078,M Leisure and Tourism Studies,voltijd onderwijs,master,3,2,0,0,0,0,0,0,0,0
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60394,M Social and Behavioural Sciences (research),voltijd onderwijs,master,13,19,16,16,17,18,10,23,11,22
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60754,M Organization Studies,voltijd onderwijs,master,78,86,75,91,62,85,63,73,59,61
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60954,M Individual Differences and Assessment (research),voltijd onderwijs,master,0,0,0,0,2,5,2,11,3,9
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66599,M Sociology,voltijd onderwijs,master,7,26,8,21,8,8,15,31,13,42
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66627,M Bestuurskunde,voltijd onderwijs,master,36,14,46,24,47,22,48,14,36,12
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,gezondheidszorg,n.v.t. (gezondheidszorg),66581,M Medische Psychologie,voltijd onderwijs,master,10,117,8,114,8,103,7,104,6,109
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,natuur,n.v.t. (natuur),60055,M Information Management,voltijd onderwijs,master,88,18,95,18,113,21,125,39,145,41
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,recht,n.v.t. (recht),60069,M Law and Technology,voltijd onderwijs,master,43,44,53,60,59,49,74,74,75,84
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,recht,n.v.t. (recht),60070,M Sociaal Recht en Sociale Politiek,duaal onderwijs,master,0,1,0,0,0,0,0,0,0,0
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,recht,n.v.t. (recht),60070,M Sociaal Recht en Sociale Politiek,voltijd onderwijs,master,2,8,1,3,5,11,6,32,6,38
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,recht,n.v.t. (recht),60072,M International Business Law,voltijd onderwijs,master,45,33,47,56,44,44,36,36,34,34
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,recht,n.v.t. (recht),60084,M Rechtsgeleerdheid,deeltijd onderwijs,master,7,16,0,0,0,0,0,0,0,0
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,recht,n.v.t. (recht),60084,M Rechtsgeleerdheid,voltijd onderwijs,master,200,401,148,313,98,231,87,243,96,278
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,recht,n.v.t. (recht),60224,M International and European Law,voltijd onderwijs,master,37,61,40,74,30,93,31,80,33,84
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,recht,n.v.t. (recht),60393,M Research master in Law (research),voltijd onderwijs,master,8,18,11,17,11,11,8,11,6,7
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,recht,n.v.t. (recht),60408,M Ondernemingsrecht,voltijd onderwijs,master,67,46,56,39,50,48,55,51,61,54
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,recht,n.v.t. (recht),66827,M Fiscaal Recht,deeltijd onderwijs,master,24,22,26,16,17,9,15,8,10,7
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,recht,n.v.t. (recht),66827,M Fiscaal Recht,voltijd onderwijs,master,84,71,92,73,82,70,92,84,97,101
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,sectoroverstijgend,sectoroverstijgend,60686,M International Business Taxation,voltijd onderwijs,master,17,14,27,19,28,22,31,21,24,21
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,sectoroverstijgend,sectoroverstijgend,66725,M Victimology and Criminal Justice,voltijd onderwijs,master,16,71,20,71,19,66,7,57,9,58
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),60087,M Kunst- & cultuurwetenschappen,deeltijd onderwijs,master,0,9,1,6,1,8,1,7,2,4
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),60087,M Kunst- & cultuurwetenschappen,voltijd onderwijs,master,11,75,14,86,11,91,8,88,14,96
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),60128,M Filosofie (research),voltijd onderwijs,master,4,0,1,0,1,0,0,0,0,0
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),60257,M Theologie,deeltijd onderwijs,master,13,8,11,5,7,5,6,8,5,6
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),60257,M Theologie,voltijd onderwijs,master,10,6,9,6,8,9,12,6,13,6
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,deeltijd onderwijs,master,16,8,19,8,11,12,7,11,6,12
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,voltijd onderwijs,master,11,8,22,11,22,16,26,17,29,29
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,deeltijd onderwijs,master,4,4,2,4,3,2,0,1,3,0
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,voltijd onderwijs,master,1,3,2,3,3,6,1,3,1,2
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),60827,M Theologie & Religiewetenschappen (research),voltijd onderwijs,master,1,1,0,0,0,0,0,0,0,0
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),60834,M Communicatie- & Informatiewetenschappen (research),voltijd onderwijs,master,5,8,4,5,5,8,3,5,2,5
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),66826,M Communicatie- & Informatiewetenschappen,deeltijd onderwijs,master,3,2,4,1,3,3,1,2,3,2
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,taal en cultuur,n.v.t. (taal en cultuur),66826,M Communicatie- & Informatiewetenschappen,voltijd onderwijs,master,89,175,103,179,112,228,148,228,207,313
Noord-Brabant,855,TILBURG,reguliere inst.,master,21PN,Tilburg University,techniek,n.v.t. (techniek),65018,M Data Science and Entrepreneurship (joint degree),voltijd onderwijs,master,0,0,0,0,9,1,23,8,63,16
