PROVINCIE,GEMEENTENUMMER,GEMEENTENAAM,SOORT INSTELLING,TYPE HOGER ONDERWIJS,BRIN NUMMER ACTUEEL,INSTELLINGSNAAM ACTUEEL,CROHO ONDERDEEL,CROHO SUBONDERDEEL,OPLEIDINGSCODE ACTUEEL,OPLEIDINGSNAAM ACTUEEL,OPLEIDINGSVORM,OPLEIDINGSFASE ACTUEEL,2014 Man,2014 Vrouw,2015 Man,2015 Vrouw,2016 Man,2016 Vrouw,2017 Man,2017 Vrouw,2018 Man,2018 Vrouw
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),56978,B Informatica,voltijd onderwijs,bachelor,453,35,492,35,501,43,497,49,502,59
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),56980,B Wiskunde,voltijd onderwijs,bachelor,181,90,182,92,167,85,193,93,183,88
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),56981,B Kunstmatige Intelligentie,voltijd onderwijs,bachelor,100,38,122,61,147,83,228,123,311,170
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),56982,B Natuurwetenschap en Innovatiemanagement,voltijd onderwijs,bachelor,228,72,226,77,243,85,273,92,294,111
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),56984,B Natuur- en Sterrenkunde,voltijd onderwijs,bachelor,242,47,240,45,246,42,264,55,259,64
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),56986,B Aardwetenschappen,voltijd onderwijs,bachelor,344,180,336,187,327,159,289,152,281,162
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),56988,B Milieu-natuurwetenschappen,voltijd onderwijs,bachelor,44,31,51,37,33,26,17,13,7,6
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,recht,n.v.t. (recht),50700,B Rechtsgeleerdheid,voltijd onderwijs,bachelor,914,1430,938,1498,926,1487,920,1433,847,1358
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,sectoroverstijgend,sectoroverstijgend,50393,B Liberal Arts and Sciences,voltijd onderwijs,bachelor,633,1119,674,1203,665,1215,663,1268,592,1292
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,sectoroverstijgend,sectoroverstijgend,54999,"B Philosophy, Politics & Economics",voltijd onderwijs,bachelor,0,0,0,0,0,0,0,0,33,33
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,sectoroverstijgend,sectoroverstijgend,56987,B Global Sustainability Science,voltijd onderwijs,bachelor,0,0,0,0,103,80,147,150,189,217
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),50001,"B Theater-, Film- en Televisiewetenschap",voltijd onderwijs,bachelor,76,247,0,0,0,0,0,0,0,0
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),50902,B Religiewetenschappen,deeltijd onderwijs,bachelor,8,9,3,2,1,2,1,2,0,2
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),50902,B Religiewetenschappen,voltijd onderwijs,bachelor,13,13,11,15,7,15,5,11,2,15
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),50906,B Media en Cultuur,voltijd onderwijs,bachelor,0,0,85,235,92,246,90,247,103,281
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56034,B Geschiedenis,deeltijd onderwijs,bachelor,40,15,24,8,9,4,6,2,5,1
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56034,B Geschiedenis,voltijd onderwijs,bachelor,467,231,428,213,438,203,464,227,516,253
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56041,B Islam en Arabisch,voltijd onderwijs,bachelor,7,16,6,16,5,15,7,12,6,8
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56081,B Filosofie,deeltijd onderwijs,bachelor,25,17,17,13,12,6,9,3,7,2
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56081,B Filosofie,voltijd onderwijs,bachelor,98,52,95,55,85,50,75,50,98,61
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56091,B Keltische Talen en Cultuur,voltijd onderwijs,bachelor,5,19,7,20,5,26,3,27,4,21
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56700,B Muziekwetenschap,voltijd onderwijs,bachelor,52,45,52,46,49,46,53,43,49,34
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56801,B Taal- en Cultuurstudies,voltijd onderwijs,bachelor,142,485,130,426,99,392,97,361,88,346
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56802,B Literatuurwetenschap,voltijd onderwijs,bachelor,20,67,17,74,15,62,12,59,15,79
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56803,B Taalwetenschap,voltijd onderwijs,bachelor,20,59,17,64,18,65,19,72,16,66
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56804,B Nederlandse Taal en Cultuur,deeltijd onderwijs,bachelor,6,19,4,9,3,5,1,3,0,2
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56804,B Nederlandse Taal en Cultuur,voltijd onderwijs,bachelor,34,132,34,132,33,127,29,122,25,109
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56805,B Duitse Taal en Cultuur,voltijd onderwijs,bachelor,21,30,20,39,20,42,16,37,15,31
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56806,B Engelse Taal en Cultuur,voltijd onderwijs,bachelor,98,248,88,245,80,227,66,230,72,224
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56808,B Franse Taal en Cultuur,voltijd onderwijs,bachelor,15,61,16,67,13,71,17,68,10,55
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56809,B Italiaanse Taal en Cultuur,voltijd onderwijs,bachelor,6,30,5,20,8,19,5,13,7,14
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56810,B Spaanse Taal en Cultuur,voltijd onderwijs,bachelor,19,67,12,48,14,41,15,39,14,48
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56811,B Portugese Taal en Cultuur,voltijd onderwijs,bachelor,6,5,5,5,0,3,0,0,0,0
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56824,B Kunstgeschiedenis,deeltijd onderwijs,bachelor,0,17,0,10,0,3,0,1,0,0
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56824,B Kunstgeschiedenis,voltijd onderwijs,bachelor,23,117,20,97,17,93,17,94,18,101
Utrecht,344,UTRECHT,reguliere inst.,bachelor,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),56826,B Communicatie- en Informatiewetenschappen,voltijd onderwijs,bachelor,122,308,98,269,75,237,79,216,95,226
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,economie,n.v.t. (economie),60388,M Economics of Competition and Regulation,voltijd onderwijs,master,3,7,8,9,10,7,10,6,11,5
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,economie,n.v.t. (economie),60389,M Economics of Public Policy and Management,voltijd onderwijs,master,14,13,18,8,27,22,22,17,19,13
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,economie,n.v.t. (economie),60648,M International Economics and Business,voltijd onderwijs,master,69,37,102,58,111,60,105,73,150,95
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,economie,n.v.t. (economie),60907,M Multidisciplinary Economics (research),voltijd onderwijs,master,15,7,11,6,9,7,16,9,26,8
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60099,M Onderwijswetenschappen,deeltijd onderwijs,master,0,0,0,0,0,0,0,0,23,46
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60099,M Onderwijswetenschappen,voltijd onderwijs,master,0,0,0,0,0,0,0,0,18,91
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60166,M Human Geography and Planning (research),voltijd onderwijs,master,7,13,10,13,19,9,23,11,22,17
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60378,M Cultural Anthropology: Sociocultural Transformation (research),voltijd onderwijs,master,7,24,6,29,10,27,10,19,10,17
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60380,M Social & Health Psychology (research),voltijd onderwijs,master,6,20,5,15,8,32,7,37,1,23
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60382,M Development and Socialisation in Childhood and Adolescence (research),voltijd onderwijs,master,2,36,3,33,2,29,1,32,0,31
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60384,"M Methodology and Statistics for the Behavioural, Biomedical and Social Sciences (research)",voltijd onderwijs,master,20,17,18,24,21,21,21,15,18,18
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60391,M Research in Public Administration and Organizational Science (research),voltijd onderwijs,master,21,26,23,25,23,24,22,18,15,22
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60446,M Bestuurs- en Organisatiewetenschap,duaal onderwijs,master,32,20,37,18,33,21,37,19,38,13
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60446,M Bestuurs- en Organisatiewetenschap,voltijd onderwijs,master,69,152,67,143,74,128,90,121,79,128
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60731,M Development Studies,voltijd onderwijs,master,19,34,18,33,19,36,25,43,11,43
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60745,M Culturele Antropologie,voltijd onderwijs,master,5,23,13,42,17,48,19,43,16,32
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60746,M Algemene Sociale Wetenschappen,voltijd onderwijs,master,24,106,15,101,17,89,21,90,16,97
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60748,M Sociology and Social Research (research),voltijd onderwijs,master,8,15,8,23,10,20,12,14,13,17
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),60749,M Educational Sciences: Learning in Interaction (research),voltijd onderwijs,master,3,26,3,30,7,31,8,25,7,21
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66469,M Criminologie,voltijd onderwijs,master,20,57,20,54,25,63,25,66,22,63
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66601,M Sociologie,voltijd onderwijs,master,25,25,22,36,23,36,21,38,18,41
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66604,M Psychology,voltijd onderwijs,master,125,486,121,522,126,466,101,450,105,446
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66607,M Pedagogische Wetenschappen,voltijd onderwijs,master,20,416,18,394,12,351,16,283,8,275
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66613,M Onderwijskunde,deeltijd onderwijs,master,37,69,33,55,32,56,22,51,0,0
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66613,M Onderwijskunde,voltijd onderwijs,master,13,85,16,103,19,86,16,113,0,0
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66620,M Sociale Geografie,deeltijd onderwijs,master,7,2,9,4,6,4,6,1,5,1
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66620,M Sociale Geografie,voltijd onderwijs,master,111,64,124,63,118,72,114,77,81,63
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66622,M Planologie,deeltijd onderwijs,master,2,3,2,2,4,0,2,2,3,3
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66622,M Planologie,voltijd onderwijs,master,42,23,29,19,26,27,27,30,36,25
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),66631,"M Migration, Ethnic relations and Multiculturalism (research)",voltijd onderwijs,master,4,18,5,25,6,28,4,20,5,18
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gezondheidszorg,n.v.t. (gezondheidszorg),60704,M Neuroscience and Cognition,voltijd onderwijs,master,27,93,34,97,25,100,34,107,34,112
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gezondheidszorg,n.v.t. (gezondheidszorg),66551,M Geneeskunde,voltijd onderwijs,master,283,722,307,750,303,703,320,681,317,662
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gezondheidszorg,n.v.t. (gezondheidszorg),66563,M Klinische Gezondheidswetenschappen,deeltijd onderwijs,master,30,104,28,119,39,140,36,149,27,155
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gezondheidszorg,n.v.t. (gezondheidszorg),66570,M Diergeneeskunde,voltijd onderwijs,master,136,488,133,552,131,532,128,552,122,549
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gezondheidszorg,n.v.t. (gezondheidszorg),66577,M Logopediewetenschap,deeltijd onderwijs,master,0,7,0,2,0,0,0,0,0,0
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gezondheidszorg,n.v.t. (gezondheidszorg),66577,M Logopediewetenschap,voltijd onderwijs,master,0,7,0,1,0,0,0,0,0,0
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gezondheidszorg,n.v.t. (gezondheidszorg),66583,"M Geneeskunde, klinisch onderzoeker",voltijd onderwijs,master,55,127,59,126,59,122,55,118,51,132
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,gezondheidszorg,n.v.t. (gezondheidszorg),66990,M Biomedical Sciences,voltijd onderwijs,master,125,244,121,258,141,255,134,274,159,329
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60293,M Biologische Wetenschappen,voltijd onderwijs,master,123,132,147,132,169,170,170,179,120,135
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60294,M Pharmaceutical Sciences,deeltijd onderwijs,master,1,1,1,0,0,0,0,0,0,0
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60294,M Pharmaceutical Sciences,voltijd onderwijs,master,30,33,34,47,43,54,40,57,29,36
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60703,M Mathematische Wetenschappen,voltijd onderwijs,master,90,22,97,19,94,21,79,20,81,31
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60705,M Natuurkunde en Meteorologie & Fysische Oceanografie,voltijd onderwijs,master,128,36,131,33,122,29,125,33,147,43
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60706,M Chemische Wetenschappen,voltijd onderwijs,master,72,43,75,38,86,51,87,54,94,50
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60708,M Educatie en Communicatie in de Betawetenschappen,voltijd onderwijs,master,28,39,24,29,26,30,33,37,31,36
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60709,M Science and Innovation,voltijd onderwijs,master,139,60,167,68,175,83,204,111,223,137
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60710,M Natuurwetenschappen en Bedrijf,voltijd onderwijs,master,84,56,68,40,83,55,82,58,73,71
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60711,M History and Philosophy of Science,voltijd onderwijs,master,36,16,37,18,43,20,37,24,34,27
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60732,M Geographical Sciences,deeltijd onderwijs,master,14,4,8,3,7,2,6,3,3,1
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60732,M Geographical Sciences,voltijd onderwijs,master,46,20,52,22,67,26,89,29,92,32
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60809,M Information Science,voltijd onderwijs,master,96,15,79,20,109,20,143,31,175,36
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),60810,M Environmental Sciences,voltijd onderwijs,master,115,124,130,140,121,141,130,147,147,177
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),66157,M Farmacie,voltijd onderwijs,master,141,318,173,311,175,302,187,299,159,275
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),66872,M Sterrenkunde,voltijd onderwijs,master,1,0,0,0,0,0,0,0,0,0
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),66978,M Informatica,voltijd onderwijs,master,243,17,227,27,242,27,229,26,239,23
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),66981,M Artificial Intelligence,voltijd onderwijs,master,44,14,59,17,77,20,97,38,120,59
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),66986,M Earth Sciences,voltijd onderwijs,master,214,111,247,139,280,174,301,195,281,181
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,natuur,n.v.t. (natuur),68713,M Biosciences,voltijd onderwijs,master,0,0,0,0,0,0,0,0,77,90
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,recht,n.v.t. (recht),60602,M European Law,voltijd onderwijs,master,17,33,16,24,21,30,19,15,17,28
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,recht,n.v.t. (recht),60741,M Recht en onderneming,voltijd onderwijs,master,82,81,75,72,71,69,56,45,45,38
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,recht,n.v.t. (recht),60742,M Law and Economics,voltijd onderwijs,master,15,11,21,20,35,19,24,17,29,25
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,recht,n.v.t. (recht),60744,M Legal Research (research),voltijd onderwijs,master,23,27,20,34,18,33,23,28,21,25
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,recht,n.v.t. (recht),60856,M Public International Law,voltijd onderwijs,master,35,57,26,49,16,58,20,67,30,68
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,recht,n.v.t. (recht),66451,M Nederlands Recht,deeltijd onderwijs,master,5,2,0,0,0,0,0,0,0,0
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,recht,n.v.t. (recht),66451,M Nederlands Recht,voltijd onderwijs,master,171,327,150,259,104,201,103,176,104,208
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,recht,n.v.t. (recht),66828,M Notarieel Recht,voltijd onderwijs,master,16,44,19,53,17,48,16,60,10,45
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60087,M Kunst- & cultuurwetenschappen,deeltijd onderwijs,master,0,0,0,0,0,1,1,3,2,10
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60087,M Kunst- & cultuurwetenschappen,voltijd onderwijs,master,41,136,38,147,46,166,44,173,39,169
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60128,M Filosofie (research),voltijd onderwijs,master,21,5,13,9,13,13,18,13,22,9
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60139,M Geschiedenis (research),voltijd onderwijs,master,36,47,39,51,41,54,43,44,53,39
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60174,M Latijns-Amerika Studies,voltijd onderwijs,master,1,3,0,0,0,0,0,0,0,0
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60734,M Internationale betrekkingen,voltijd onderwijs,master,90,94,78,77,88,92,73,89,62,84
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60813,M Letterkunde,voltijd onderwijs,master,19,88,16,82,17,72,19,73,17,71
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60814,M Letterkunde (research),voltijd onderwijs,master,10,40,10,51,13,39,11,37,8,28
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60815,M Taalwetenschappen,voltijd onderwijs,master,20,129,17,116,16,98,14,82,14,84
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60817,M Taalwetenschappen (research),voltijd onderwijs,master,7,41,7,44,13,49,16,53,14,50
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,deeltijd onderwijs,master,13,4,17,6,14,7,7,6,0,9
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,voltijd onderwijs,master,26,20,33,21,24,15,33,32,21,39
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,deeltijd onderwijs,master,11,18,5,7,4,8,3,5,3,6
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,voltijd onderwijs,master,10,20,10,11,6,11,9,12,8,16
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60829,M Kunst- & cultuurwetenschappen (research),voltijd onderwijs,master,13,59,22,65,25,98,26,104,25,107
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60830,M Mediastudies,deeltijd onderwijs,master,0,0,0,0,0,1,1,3,1,3
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60830,M Mediastudies,voltijd onderwijs,master,94,130,70,121,49,116,30,78,30,60
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60832,M Mediastudies (research),voltijd onderwijs,master,3,16,8,16,9,16,12,18,13,23
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60833,M Communicatie- & Informatiewetenschappen,voltijd onderwijs,master,8,67,9,53,12,51,13,54,11,50
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60845,M Noord-Amerika Studies,voltijd onderwijs,master,12,28,13,26,7,11,3,4,0,0
Utrecht,344,UTRECHT,reguliere inst.,master,21PD,Universiteit Utrecht,taal en cultuur,n.v.t. (taal en cultuur),60849,M Neerlandistiek,deeltijd onderwijs,master,3,11,3,8,2,5,1,2,0,0
